mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_num_leaves,param_min_data_in_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.0739073753356934,0.12208937980532972,0.007250308990478516,0.0003131739136194555,100,10,10,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.2}",0.9371008277420397,0.91534666021074,0.9077494178137465,0.9200656352555088,0.012438592104134085,98
0.468591849009196,0.10183905692196712,0.007632096608479817,0.0022164556872646185,50,30,5,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.2}",0.9338267505937147,0.9171566253948491,0.9168914712595975,0.9226249490827204,0.007921609453372683,16
0.5165780385335287,0.042930539787767126,0.00838009516398112,0.0013625244775270905,70,50,10,0.3,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.3}",0.9362938368956214,0.9179636162412672,0.8951373037282978,0.9164649189550621,0.016835471001331495,150
0.6391636530558268,0.16290701791830747,0.009251991907755533,0.0001303944512493348,70,50,12,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 12, 'learning_rate': 0.2}",0.9387032809942127,0.9198773373913445,0.9017200433469369,0.9201002205774981,0.015099166078622198,94
0.9651668866475424,0.17110376910642336,0.0072850386301676435,0.0007346380277358022,100,30,8,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 8, 'learning_rate': 0.2}",0.9344031726268706,0.9166147886836826,0.9117382582831847,0.9209187398645793,0.009740553795936894,61
0.46649829546610516,0.11678374654976272,0.0055383046468098955,0.00036183533078057727,150,50,5,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.05}",0.9425768370570196,0.9173064951234695,0.9025846763966706,0.9208226695257199,0.016514959690960417,64
0.5513176918029785,0.12862979688041767,0.007417996724446614,0.00017816237669916998,70,50,8,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.1}",0.93654746259021,0.9203730603398586,0.9038758617509396,0.9202654615603362,0.013338342187672611,88
0.7814656098683676,0.1524506834509027,0.008282740910847982,0.0015537443299334115,70,10,12,0.3,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.3}",0.936051739641696,0.9133061262133683,0.907795531576399,0.9190511324771545,0.012229939936771142,122
2.379124085108439,0.25631760314082697,0.007396380106608073,0.0005288122770674091,150,10,8,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.05}",0.929791796361624,0.91693758502225,0.9134329390606626,0.9200541068148457,0.0070326658819680875,99
1.281689961751302,0.1540269640891877,0.007383028666178386,0.0007540875084434699,50,10,8,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.2}",0.9385764681469185,0.9106315279795254,0.9144359133983537,0.921214636508266,0.012374523169007048,57
0.9267620245615641,0.22319655811584946,0.012029647827148438,0.0010893903470845065,50,50,16,0.05,"{'num_leaves': 50, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.05}",0.9395102718406309,0.9231168292176799,0.8987572340965161,0.920461445051609,0.016742975047172787,80
3.6706424554189048,0.07864873666329489,0.012072881062825521,0.001864137044012656,100,10,12,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.05}",0.9345760992368173,0.9044522837840954,0.9174217795301007,0.9188167208503378,0.012337489218437449,123
0.6895583470662435,0.22441407912653336,0.007457733154296875,0.00011902238180454844,150,50,8,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.1}",0.93654746259021,0.9203730603398586,0.9038758617509396,0.9202654615603362,0.013338342187672611,88
0.8451984723409017,0.08270118857010923,0.008676608403523764,0.00035846111572758417,150,50,10,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.05}",0.9383458993336561,0.9202462474925641,0.9011897350764335,0.9199272939675512,0.015170617084587442,100
0.921290397644043,0.013165911628710817,0.007974068323771158,0.0007487779916162486,150,30,12,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 12, 'learning_rate': 0.3}",0.9397754259758824,0.9134444675013258,0.9029190011759011,0.9187129648843698,0.015500899130169297,124
0.8997832934061686,0.13259466021074512,0.006714661916097005,0.0006507122346724044,150,30,10,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 10, 'learning_rate': 0.3}",0.9405247746189851,0.9223444236932513,0.9043831131401165,0.9224174371507843,0.014754861839114102,23
1.3274627526601155,0.022435583894491417,0.008770227432250977,0.001444787567044423,100,30,8,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 8, 'learning_rate': 0.05}",0.936847202047451,0.9121648105877199,0.9117267298425213,0.920246247492564,0.01174000987463791,92
0.5144842465718588,0.11928024651340431,0.004978179931640625,0.0004202353638227502,50,50,5,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.2}",0.9352908625579303,0.9168107721749557,0.9026769039219755,0.9182595128849539,0.013353943530172302,139
0.7263828913370768,0.05728677190622351,0.006045818328857422,0.0005223370012504778,70,30,5,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.1}",0.9365705194715362,0.9138940766871871,0.9173756657674483,0.9226134206420573,0.009970985288419986,20
0.5758967399597168,0.17772933410424938,0.008177995681762695,0.000606113330699077,100,50,16,0.3,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.3}",0.9379539323511101,0.9189896474602847,0.9073574508312006,0.9214336768808651,0.012609946608558369,42
0.999722957611084,0.15867834419856303,0.009764273961385092,0.0006878031340583462,50,10,12,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.2}",0.941032026008162,0.9148048234995735,0.9074727352378316,0.921103194915189,0.014406216508130081,59
0.4342319170633952,0.04351884307329147,0.005637009938557942,0.000874800455178074,150,50,5,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.1}",0.9354407322865509,0.9152659611260979,0.8988609900624842,0.9165225611583777,0.014960028253663958,148
0.7037150065104166,0.11816152333722564,0.005064090092976888,0.0004698737780635904,100,10,5,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.05}",0.9313942496137974,0.9062968342901938,0.9144359133983537,0.9173756657674484,0.010454717339557308,144
0.7285396258036295,0.07403441406816653,0.006047407786051433,0.0005057893177292404,50,10,8,0.3,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.3}",0.9390837195360955,0.9121648105877199,0.9124645500449609,0.9212376933895922,0.012619639399280761,53
1.1768482526143391,0.14455811340283067,0.00915233294169108,0.0017259955373209522,70,10,10,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.2}",0.9379539323511102,0.9161075372945056,0.9084411242535334,0.9208341979663831,0.012503531535301121,63
1.077339728673299,0.12083658384293725,0.007839282353719076,0.0012099649531271013,70,30,8,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 8, 'learning_rate': 0.1}",0.9375504369279011,0.9152544326854349,0.9095593829978559,0.9207880842037306,0.012078651949427878,67
1.5113776524861653,0.14389663154929108,0.008242130279541016,0.000987138740598566,50,10,8,0.1,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.1}",0.9325586221207719,0.9121648105877199,0.9112540637753337,0.9186591654946085,0.009835430369028631,126
2.2443288962046304,0.11470292154135053,0.009098132451375326,8.044577168711932e-05,100,10,10,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.9329736459846442,0.9136980931959142,0.9150238638721726,0.920565201017577,0.008790773452776401,70
1.7902429898579915,0.07366287730788434,0.008820056915283203,0.0007910540428862643,150,10,10,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.9374005671992806,0.9109773811994191,0.9113924050632912,0.919923451153997,0.01235934869230921,103
0.4420890808105469,0.019891182139430953,0.005803585052490234,0.0011305696062381527,70,50,5,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.2}",0.9352908625579303,0.9168107721749557,0.9026769039219755,0.9182595128849539,0.013353943530172302,139
0.5649023056030273,0.056862214587259464,0.007283369700113933,0.000901408074014091,70,50,8,0.3,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.3}",0.9377579488598371,0.9164649189550622,0.9002328745013949,0.9181519141054314,0.015365920427571338,142
0.690131664276123,0.29226742630040614,0.008557478586832682,0.00024772645197409707,70,50,10,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.2}",0.9378271195038158,0.9253879320283139,0.8984574946392752,0.9205575153904683,0.016431504986154827,71
0.5998520056406657,0.07807179000546505,0.005240996678670247,0.0004197854247104088,70,30,5,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.2}",0.9338267505937147,0.9171566253948491,0.9168914712595975,0.9226249490827204,0.007921609453372683,16
0.547699769337972,0.09594990645815349,0.006582180658976237,0.00017258006795757932,150,50,8,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.05}",0.9417698462106016,0.919531484171451,0.9040603168015494,0.9217872157278673,0.015477260647026687,37
3.076473077138265,0.27138144726072083,0.010677258173624674,0.0001341783857765166,150,10,12,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.05}",0.9347374974061008,0.9049710636139355,0.9159691960065482,0.9185592523421948,0.012289329763178213,127
0.4683253765106201,0.10724626121759981,0.005892594655354817,0.0004851541516489496,70,50,5,0.3,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.3}",0.9367549745221463,0.9174678932927531,0.900936109381845,0.9183863257322482,0.014637404451022285,128
1.9584200382232666,0.1798339777730911,0.012389580408732096,9.92597246870645e-05,50,30,16,0.05,"{'num_leaves': 50, 'min_data_in_leaf': 30, 'max_depth': 16, 'learning_rate': 0.05}",0.9389569066888013,0.9202231906112379,0.9074266214751793,0.9222022395917394,0.012948029388379422,25
0.7910073598225912,0.21895066367914834,0.00995175043741862,0.0018346317183986216,50,50,10,0.1,"{'num_leaves': 50, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.1}",0.9400290516704711,0.9189204768163058,0.9069654838486547,0.9219716707784773,0.01366948469458052,32
1.7456783453623455,0.25232774655912915,0.010247310002644857,0.0004807761077344171,70,10,16,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 16, 'learning_rate': 0.1}",0.9375965506905535,0.9162919923451154,0.9102972032002951,0.9213952487453213,0.011714549721412022,44
1.4679213364919026,0.07947761819827133,0.00724037488301595,0.00043211262567637623,70,10,8,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 8, 'learning_rate': 0.1}",0.9359825689977173,0.9122916234350142,0.910965852758756,0.9197466817304959,0.011493257254783458,105
1.7967679500579834,0.05379906659317024,0.013614972432454428,0.0032599111866144508,100,30,16,0.1,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 16, 'learning_rate': 0.1}",0.9370086002167347,0.9196121832560927,0.9070692398146227,0.9212300077624834,0.012276110741924641,54
0.618477980295817,0.04166053579825953,0.00573277473449707,0.0006294991288276989,150,30,5,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.3}",0.9312443798851767,0.9143667427543751,0.9117613151645109,0.9191241459346875,0.008636052975460832,120
2.9538896878560386,0.10957643685819535,0.01254709561665853,0.00029824771902815,70,10,16,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 16, 'learning_rate': 0.05}",0.934276359779576,0.9108390399114616,0.9099167646584122,0.91834405478315,0.011272130966383536,132
0.5816996097564697,0.14097751150181756,0.009346564610799154,0.0003163327508845485,100,50,16,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.2}",0.9377233635378479,0.9233704549122685,0.9005787277212884,0.9205575153904683,0.015294126629770604,71
0.3997647762298584,0.05208880694119715,0.005554358164469401,0.0006330761513047277,70,50,5,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.05}",0.9425768370570196,0.9173064951234695,0.9025846763966706,0.9208226695257199,0.016514959690960417,64
0.4290744463602702,0.07173261728104868,0.006044228871663411,0.0006256411929753554,100,50,5,0.3,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.3}",0.9367549745221463,0.9174678932927531,0.900936109381845,0.9183863257322482,0.014637404451022285,128
1.465147574742635,0.0241489246856204,0.00969258944193522,0.0005443697250709205,150,10,16,0.2,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 16, 'learning_rate': 0.2}",0.9389107929261488,0.9152774895667612,0.903725992022319,0.9193047581717431,0.014643695411861023,112
0.7478659152984619,0.10223952742495294,0.005635976791381836,0.0008994977420616551,150,10,5,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.1}",0.936143967167001,0.9054898434437758,0.9132830693320422,0.9183056266476063,0.013008673691062036,136
0.6025532881418864,0.03465598280845449,0.0058710575103759766,0.0007722834014880808,100,30,5,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.05}",0.941216481058772,0.9154965299393604,0.9152429042447718,0.923985305080968,0.012184721325818219,3
0.5573769410451254,0.04540452390490673,0.005298058191935222,0.0005901573546860645,100,30,5,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.2}",0.9338267505937147,0.9171566253948491,0.9168914712595975,0.9226249490827204,0.007921609453372683,16
0.6610747973124186,0.1554058338426002,0.0056078433990478516,0.0003735127177224297,150,10,5,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.05}",0.9313942496137974,0.9062968342901938,0.9144359133983537,0.9173756657674484,0.010454717339557308,144
0.6061887741088867,0.30096407447425017,0.008030255635579428,0.00022689218903501013,100,50,10,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.2}",0.9378271195038158,0.9253879320283139,0.8984574946392752,0.9205575153904683,0.016431504986154827,71
0.5252213478088379,0.08921853541202857,0.0074036916097005205,0.0004235098477832846,50,30,12,0.3,"{'num_leaves': 50, 'min_data_in_leaf': 30, 'max_depth': 12, 'learning_rate': 0.3}",0.9452053215282102,0.9134444675013258,0.9029190011759011,0.9205229300684791,0.01797427228884796,78
2.1151090463002524,0.2175804520985031,0.011760314305623373,0.00022586402046417513,150,30,16,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 16, 'learning_rate': 0.05}",0.9387263378755389,0.926010467824122,0.9061469645615734,0.9236279234204114,0.013406746554363887,9
0.9628058274586996,0.08421431151990852,0.006772597630818685,0.00019727244947443943,150,10,12,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 12, 'learning_rate': 0.3}",0.9394872149593048,0.9163381061077679,0.9085218233381753,0.9214490481350827,0.013148007855879601,41
0.701098362604777,0.040289668356117365,0.007801373799641927,0.0013358298926205504,100,30,12,0.3,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 12, 'learning_rate': 0.3}",0.9397754259758824,0.9134444675013258,0.9029190011759011,0.9187129648843698,0.015500899130169297,124
2.632561286290487,0.24207123197155295,0.00940545399983724,0.000503957712961073,70,10,10,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.9333886698485163,0.9093864563879088,0.9145857831269741,0.919120303121133,0.010310123388696257,121
0.3339378039042155,0.1284877997926641,0.009055534998575846,0.0006302699144871846,70,50,10,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 10, 'learning_rate': 0.1}",0.9400290516704711,0.9189204768163058,0.9069654838486547,0.9219716707784773,0.01366948469458052,32
0.7420752843221029,0.16654098856639973,0.008944352467854818,4.7879743304602954e-05,50,50,12,0.2,"{'num_leaves': 50, 'min_data_in_leaf': 50, 'max_depth': 12, 'learning_rate': 0.2}",0.9387032809942127,0.9198773373913445,0.9017200433469369,0.9201002205774981,0.015099166078622198,94
0.6049726804097494,0.11690163623141564,0.009368975957234701,0.0007567739042009787,150,50,8,0.2,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.2}",0.9341034331696295,0.9181826566138664,0.906711858154066,0.9196659826458541,0.011231645398788497,106
2.7513748009999595,0.13681592378562357,0.010828653971354166,0.0005093339750440026,150,10,16,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 10, 'max_depth': 16, 'learning_rate': 0.1}",0.9384727121809505,0.9138479629245349,0.9129372161121487,0.921752630405878,0.011828728189254643,40
0.4100612799326579,0.09337060891527245,0.004957755406697591,0.000400644449151019,150,50,5,0.3,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 5, 'learning_rate': 0.3}",0.9367549745221463,0.9174678932927531,0.900936109381845,0.9183863257322482,0.014637404451022285,128
0.7025134563446045,0.17810331308647198,0.006047884623209636,0.000806509531961499,50,10,5,0.05,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 5, 'learning_rate': 0.05}",0.9313942496137974,0.9062968342901938,0.9144359133983537,0.9173756657674484,0.010454717339557308,144
0.7345891793568929,0.1303353942295049,0.012361764907836914,0.0018542797518572634,70,50,16,0.1,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.1}",0.9379769892324363,0.920027207119965,0.8969933826750593,0.9183325263424869,0.01677434467305422,133
0.7217613061269125,0.012317103856101174,0.005852699279785156,0.0006252610156355228,150,30,5,0.1,"{'num_leaves': 150, 'min_data_in_leaf': 30, 'max_depth': 5, 'learning_rate': 0.1}",0.9365705194715362,0.9138940766871871,0.9173756657674483,0.9226134206420573,0.009970985288419986,20
1.642297665278117,0.040623783642649264,0.009717464447021484,0.0008688775347243992,100,30,10,0.05,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 10, 'learning_rate': 0.05}",0.9400636369924604,0.9167877152936295,0.9132600124507159,0.9233704549122685,0.011891395146878373,11
1.0562628904978435,0.09931309982448766,0.011388778686523438,0.001044385739237163,150,50,12,0.05,"{'num_leaves': 150, 'min_data_in_leaf': 50, 'max_depth': 12, 'learning_rate': 0.05}",0.9362707800142952,0.9194623135274722,0.9016854580249476,0.9191395171889051,0.014121243391520854,116
0.7795105775197347,0.22263980545879122,0.00859832763671875,0.00065190365594759,100,50,8,0.2,"{'num_leaves': 100, 'min_data_in_leaf': 50, 'max_depth': 8, 'learning_rate': 0.2}",0.9341034331696295,0.9181826566138664,0.906711858154066,0.9196659826458541,0.011231645398788497,106
1.038193941116333,0.1406092523830063,0.010631720225016275,0.00013049003115061614,70,50,16,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 50, 'max_depth': 16, 'learning_rate': 0.05}",0.9395102718406309,0.9231168292176799,0.8987572340965161,0.920461445051609,0.016742975047172787,80
1.347747564315796,0.17975055091734254,0.008352359135945639,0.0001326210832157986,70,30,12,0.2,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 12, 'learning_rate': 0.2}",0.936443706624242,0.9194738419681354,0.9104816582509049,0.9221330689477608,0.01076446639122597,26
1.7606047789255779,0.13984466316500493,0.01013636589050293,7.785331053913386e-05,70,30,12,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 12, 'learning_rate': 0.05}",0.940017523229808,0.921422148440202,0.9094440985912245,0.9236279234204116,0.012578623559575841,7
1.2370190620422363,0.2715147392822673,0.009548584620157877,0.0010742978264889013,70,30,10,0.05,"{'num_leaves': 70, 'min_data_in_leaf': 30, 'max_depth': 10, 'learning_rate': 0.05}",0.9400636369924604,0.9167877152936295,0.9132600124507159,0.9233704549122685,0.011891395146878373,11
1.809394359588623,0.21047078161759497,0.009100993474324545,0.0006168129430922973,50,10,10,0.05,"{'num_leaves': 50, 'min_data_in_leaf': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.9353485047612461,0.9126144197735814,0.9155772290240022,0.9211800511862765,0.010091361559708552,58
0.8412002722422282,0.13691868475313468,0.007912556330362955,0.0006745338263909338,100,30,16,0.3,"{'num_leaves': 100, 'min_data_in_leaf': 30, 'max_depth': 16, 'learning_rate': 0.3}",0.9360517396416961,0.9224481796592194,0.9075188490004842,0.9220062561004666,0.011652694521287766,29
